"","gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"157","SIRT7","sirtuin 7 [Source:HGNC Symbol;Acc:14935]",0.411527076,0.113415435,"cortical organoid","Urresti et al. 2021","ENSG00000187531","No"
"158","ELAC2","elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:14198]",0.270980951,0.104983513,"cortical organoid","Urresti et al. 2021","ENSG00000006744","No"
"159","WARS","tryptophanyl-tRNA synthetase [Source:HGNC Symbol;Acc:12729]",0.22278138,0.424176601,"cortical organoid","Urresti et al. 2021","ENSG00000140105","No"
"160","SVIL","supervillin [Source:HGNC Symbol;Acc:11480]",0.840775897,0.043686619,"cortical organoid","Urresti et al. 2021","ENSG00000197321","No"
"161","THSD7B","thrombospondin, type I, domain containing 7B [Source:HGNC Symbol;Acc:29348]",0.704105906,0.212849669,"cortical organoid","Urresti et al. 2021","ENSG00000144229","No"
"162","AFF3","AF4/FMR2 family, member 3 [Source:HGNC Symbol;Acc:6473]",-0.858742007,0.062565507,"cortical organoid","Urresti et al. 2021","ENSG00000144218","No"
"163","DLG4","discs, large homolog 4 (Drosophila) [Source:HGNC Symbol;Acc:2903]",0.262562691,0.14404247,"cortical organoid","Urresti et al. 2021","ENSG00000132535","No"
"164","GYPC","glycophorin C (Gerbich blood group) [Source:HGNC Symbol;Acc:4704]",-2.253402439,0.01829043,"cortical organoid","Urresti et al. 2021","ENSG00000136732","No"
"165","ADAM17","ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:195]",-0.310628289,0.033781277,"cortical organoid","Urresti et al. 2021","ENSG00000151694","No"
"166","MGAT4A","mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A [Source:HGNC Symbol;Acc:7047]",-0.409962427,0.1263993,"cortical organoid","Urresti et al. 2021","ENSG00000071073","No"
"167","NBN","nibrin [Source:HGNC Symbol;Acc:7652]",-0.287780118,0.040186324,"cortical organoid","Urresti et al. 2021","ENSG00000104320","No"
"168","FAM122C","family with sequence similarity 122C [Source:HGNC Symbol;Acc:25202]",-0.892761806,0.035765813,"cortical organoid","Urresti et al. 2021","ENSG00000156500","No"
"169","LONP1","lon peptidase 1, mitochondrial [Source:HGNC Symbol;Acc:9479]",0.439920359,0.016000412,"cortical organoid","Urresti et al. 2021","ENSG00000196365","No"
"170","C1QTNF3","C1q and tumor necrosis factor related protein 3 [Source:HGNC Symbol;Acc:14326]",-1.608601486,0.109266011,"cortical organoid","Urresti et al. 2021","ENSG00000082196","No"
"171","SGK1","serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:10810]",1.087645604,0.079541385,"cortical organoid","Urresti et al. 2021","ENSG00000118515","No"
"172","TRIB3","tribbles pseudokinase 3 [Source:HGNC Symbol;Acc:16228]",0.795381439,0.1263993,"cortical organoid","Urresti et al. 2021","ENSG00000101255","No"
"173","TAP1","transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) [Source:HGNC Symbol;Acc:43]",1.251211173,0.037100759,"cortical organoid","Urresti et al. 2021","ENSG00000168394","No"
"174","MEIS2","Meis homeobox 2 [Source:HGNC Symbol;Acc:7001]",-2.09813314,0.082500909,"cortical organoid","Urresti et al. 2021","ENSG00000134138","No"
"175","PILRA","paired immunoglobin-like type 2 receptor alpha [Source:HGNC Symbol;Acc:20396]",0.405053009,0.76203826,"cortical organoid","Urresti et al. 2021","ENSG00000085514","No"
"176","BMPR1B","bone morphogenetic protein receptor, type IB [Source:HGNC Symbol;Acc:1077]",-1.236787708,0.227444553,"cortical organoid","Urresti et al. 2021","ENSG00000138696","No"
"177","DTX4","deltex homolog 4 (Drosophila) [Source:HGNC Symbol;Acc:29151]",-0.387500689,0.122285225,"cortical organoid","Urresti et al. 2021","ENSG00000110042","No"
"178","NMB","neuromedin B [Source:HGNC Symbol;Acc:7842]",-0.890488664,0.040186324,"cortical organoid","Urresti et al. 2021","ENSG00000197696","No"
"179","HNRNPF","heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:5039]",0.171504964,0.326451982,"cortical organoid","Urresti et al. 2021","ENSG00000169813","No"
"180","CTC-523E23.1","",-1.044933718,0.070268751,"cortical organoid","Urresti et al. 2021","ENSG00000261754","No"
"181","AATF","apoptosis antagonizing transcription factor [Source:HGNC Symbol;Acc:19235]",0.205849905,0.35538022,"cortical organoid","Urresti et al. 2021","ENSG00000108270","No"
"182","CAMLG","calcium modulating ligand [Source:HGNC Symbol;Acc:1471]",-0.260976533,0.104297283,"cortical organoid","Urresti et al. 2021","ENSG00000164615","No"
"183","PPIC","peptidylprolyl isomerase C (cyclophilin C) [Source:HGNC Symbol;Acc:9256]",-0.29537121,0.631661914,"cortical organoid","Urresti et al. 2021","ENSG00000168938","No"
"184","GOLGA6L20","golgin A6 family-like 20 [Source:HGNC Symbol;Acc:49391]",0.802838896,0.060974557,"cortical organoid","Urresti et al. 2021","ENSG00000196648","No"
"185","SRGAP2C","SLIT-ROBO Rho GTPase activating protein 2C [Source:HGNC Symbol;Acc:30584]",0.301550416,0.46915473,"cortical organoid","Urresti et al. 2021","ENSG00000171943","No"
"186","PRSS35","protease, serine, 35 [Source:HGNC Symbol;Acc:21387]",-1.849003654,0.045948064,"cortical organoid","Urresti et al. 2021","ENSG00000146250","No"
"187","UBE2E2","ubiquitin-conjugating enzyme E2E 2 [Source:HGNC Symbol;Acc:12478]",-0.255674964,0.257560739,"cortical organoid","Urresti et al. 2021","ENSG00000182247","No"
"188","RDH5","retinol dehydrogenase 5 (11-cis/9-cis) [Source:HGNC Symbol;Acc:9940]",1.031830764,0.073903779,"cortical organoid","Urresti et al. 2021","ENSG00000135437","No"
"189","PICK1","protein interacting with PRKCA 1 [Source:HGNC Symbol;Acc:9394]",0.231118763,0.390611213,"cortical organoid","Urresti et al. 2021","ENSG00000100151","No"
"190","ACSF3","acyl-CoA synthetase family member 3 [Source:HGNC Symbol;Acc:27288]",0.325680035,0.282532938,"cortical organoid","Urresti et al. 2021","ENSG00000176715","No"
"191","DGCR14","DiGeorge syndrome critical region gene 14 [Source:HGNC Symbol;Acc:16817]",0.256299981,0.164474289,"cortical organoid","Urresti et al. 2021","ENSG00000100056","No"
"192","ZNF714","zinc finger protein 714 [Source:HGNC Symbol;Acc:27124]",-0.772885628,0.163664154,"cortical organoid","Urresti et al. 2021","ENSG00000160352","No"
"193","JAG1","jagged 1 [Source:HGNC Symbol;Acc:6188]",-0.962472059,0.02095643,"cortical organoid","Urresti et al. 2021","ENSG00000101384","No"
"194","CTC-523E23.4","",-1.277574221,0.060974557,"cortical organoid","Urresti et al. 2021","ENSG00000267767","No"
"195","ATRNL1","attractin-like 1 [Source:HGNC Symbol;Acc:29063]",-0.507775144,0.292678169,"cortical organoid","Urresti et al. 2021","ENSG00000107518","No"
"196","ELN","elastin [Source:HGNC Symbol;Acc:3327]",-1.405655253,0.297816448,"cortical organoid","Urresti et al. 2021","ENSG00000049540","No"
"197","AKAP12","A kinase (PRKA) anchor protein 12 [Source:HGNC Symbol;Acc:370]",-0.641042865,0.108851956,"cortical organoid","Urresti et al. 2021","ENSG00000131016","No"
"198","XKR4","XK, Kell blood group complex subunit-related family, member 4 [Source:HGNC Symbol;Acc:29394]",-0.71223349,0.021007444,"cortical organoid","Urresti et al. 2021","ENSG00000206579","No"
"199","CECR1","cat eye syndrome chromosome region, candidate 1 [Source:HGNC Symbol;Acc:1839]",-0.610719157,0.48493111,"cortical organoid","Urresti et al. 2021","ENSG00000093072","No"
"200","IFIT5","interferon-induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:13328]",-0.376329743,0.069884853,"cortical organoid","Urresti et al. 2021","ENSG00000152778","No"
"201","RAB3GAP2","RAB3 GTPase activating protein subunit 2 (non-catalytic) [Source:HGNC Symbol;Acc:17168]",0.44024376,0.058592935,"cortical organoid","Urresti et al. 2021","ENSG00000118873","No"
"202","ABCF2","ATP-binding cassette, sub-family F (GCN20), member 2 [Source:HGNC Symbol;Acc:71]",0.218526768,0.241559735,"cortical organoid","Urresti et al. 2021","ENSG00000033050","No"
"203","C10ORF68","Homo sapiens coiled-coil domain containing 7 (CCDC7), transcript variant 5, mRNA. [Source:RefSeq mRNA;Acc:NM_024688]",-0.42154943,0.598565596,"cortical organoid","Urresti et al. 2021","ENSG00000150076","No"
"204","FAM21B","family with sequence similarity 21, member B [Source:HGNC Symbol;Acc:23417]",2.174121852,0.142716342,"cortical organoid","Urresti et al. 2021","ENSG00000152726","No"
"205","TCEB3","transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A) [Source:HGNC Symbol;Acc:11620]",0.147516855,0.282293674,"cortical organoid","Urresti et al. 2021","ENSG00000011007","No"
"206","ZNF468","zinc finger protein 468 [Source:HGNC Symbol;Acc:33105]",0.332599241,0.143537996,"cortical organoid","Urresti et al. 2021","ENSG00000204604","No"
"207","NAALAD2","N-acetylated alpha-linked acidic dipeptidase 2 [Source:HGNC Symbol;Acc:14526]",-0.969926787,0.056800466,"cortical organoid","Urresti et al. 2021","ENSG00000077616","No"
"208","ULK4","unc-51 like kinase 4 [Source:HGNC Symbol;Acc:15784]",0.751459058,0.017720999,"cortical organoid","Urresti et al. 2021","ENSG00000168038","No"
"209","MTRF1L","mitochondrial translational release factor 1-like [Source:HGNC Symbol;Acc:21051]",0.296874121,0.171553019,"cortical organoid","Urresti et al. 2021","ENSG00000112031","No"
"210","RP11-37B2.1","",-0.725542313,0.116404935,"cortical organoid","Urresti et al. 2021","ENSG00000251136","No"
"211","SRSF10","serine/arginine-rich splicing factor 10 [Source:HGNC Symbol;Acc:16713]",0.213758908,0.190285786,"cortical organoid","Urresti et al. 2021","ENSG00000188529","No"
"212","LINC01091","long intergenic non-protein coding RNA 1091 [Source:HGNC Symbol;Acc:27721]",1.357055353,0.036154581,"cortical organoid","Urresti et al. 2021","ENSG00000249464","No"
"213","SFRP4","secreted frizzled-related protein 4 [Source:HGNC Symbol;Acc:10778]",-0.839805896,0.205526413,"cortical organoid","Urresti et al. 2021","ENSG00000106483","No"
"214","ATP1B1","ATPase, Na+/K+ transporting, beta 1 polypeptide [Source:HGNC Symbol;Acc:804]",-0.553012662,0.035347742,"cortical organoid","Urresti et al. 2021","ENSG00000143153","No"
"215","NAPRT1","nicotinate phosphoribosyltransferase domain containing 1 [Source:HGNC Symbol;Acc:30450]",0.631683132,0.178739143,"cortical organoid","Urresti et al. 2021","ENSG00000147813","No"
"216","NPAS3","neuronal PAS domain protein 3 [Source:HGNC Symbol;Acc:19311]",-0.823855444,0.08668172,"cortical organoid","Urresti et al. 2021","ENSG00000151322","No"
"217","SNRNP25","small nuclear ribonucleoprotein 25kDa (U11/U12) [Source:HGNC Symbol;Acc:14161]",0.323018974,0.157030256,"cortical organoid","Urresti et al. 2021","ENSG00000161981","No"
"218","LPAR1","lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:3166]",1.093052602,0.139016947,"cortical organoid","Urresti et al. 2021","ENSG00000198121","No"
"219","LGR4","leucine-rich repeat containing G protein-coupled receptor 4 [Source:HGNC Symbol;Acc:13299]",-0.5667815,0.142716342,"cortical organoid","Urresti et al. 2021","ENSG00000205213","No"
"220","TRMT12","tRNA methyltransferase 12 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26091]",-0.590017979,0.069202316,"cortical organoid","Urresti et al. 2021","ENSG00000183665","No"
"221","RNF180","ring finger protein 180 [Source:HGNC Symbol;Acc:27752]",-0.352621443,0.303628311,"cortical organoid","Urresti et al. 2021","ENSG00000164197","No"
"222","CDH11","cadherin 11, type 2, OB-cadherin (osteoblast) [Source:HGNC Symbol;Acc:1750]",-0.663616675,0.063955741,"cortical organoid","Urresti et al. 2021","ENSG00000140937","No"
"223","TDG","thymine-DNA glycosylase [Source:HGNC Symbol;Acc:11700]",0.318890137,0.124044407,"cortical organoid","Urresti et al. 2021","ENSG00000139372","No"
"224","MAFF","v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F [Source:HGNC Symbol;Acc:6780]",0.744911714,0.085762762,"cortical organoid","Urresti et al. 2021","ENSG00000185022","No"
"225","MN1","meningioma (disrupted in balanced translocation) 1 [Source:HGNC Symbol;Acc:7180]",-0.954813171,0.110876517,"cortical organoid","Urresti et al. 2021","ENSG00000169184","No"
"226","CBX6","chromobox homolog 6 [Source:HGNC Symbol;Acc:1556]",0.281857852,0.088975184,"cortical organoid","Urresti et al. 2021","ENSG00000183741","No"
"227","H6PD","hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) [Source:HGNC Symbol;Acc:4795]",-0.299333266,0.384729096,"cortical organoid","Urresti et al. 2021","ENSG00000049239","No"
"228","DAAM1","dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:18142]",-0.513817188,0.062050492,"cortical organoid","Urresti et al. 2021","ENSG00000100592","No"
"229","SLC35F6","solute carrier family 35, member F6 [Source:HGNC Symbol;Acc:26055]",0.360590144,0.168446979,"cortical organoid","Urresti et al. 2021","ENSG00000213699","No"
"230","GDPD3","glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:28638]",0.42797834,0.635566754,"cortical organoid","Urresti et al. 2021","ENSG00000102886","Yes"
"231","AC004057.1","",0.946013238,0.36360497,"cortical organoid","Urresti et al. 2021","ENSG00000196656","No"
"232","TMEM65","transmembrane protein 65 [Source:HGNC Symbol;Acc:25203]",-0.542092123,0.164474289,"cortical organoid","Urresti et al. 2021","ENSG00000164983","No"
"233","ZIC4","Zic family member 4 [Source:HGNC Symbol;Acc:20393]",-0.803375813,0.1202065,"cortical organoid","Urresti et al. 2021","ENSG00000174963","No"
"234","TGFBI","transforming growth factor, beta-induced, 68kDa [Source:HGNC Symbol;Acc:11771]",-1.13863282,0.351183477,"cortical organoid","Urresti et al. 2021","ENSG00000120708","No"
"235","AC011737.2","",-0.845537826,0.040186324,"cortical organoid","Urresti et al. 2021","ENSG00000204196","No"
"236","IMPACT","impact RWD domain protein [Source:HGNC Symbol;Acc:20387]",-0.360924375,0.040186324,"cortical organoid","Urresti et al. 2021","ENSG00000154059","No"
"237","VASH1","vasohibin 1 [Source:HGNC Symbol;Acc:19964]",0.2677359,0.148932922,"cortical organoid","Urresti et al. 2021","ENSG00000071246","No"
"238","TNPO1","transportin 1 [Source:HGNC Symbol;Acc:6401]",-0.304244263,0.017720999,"cortical organoid","Urresti et al. 2021","ENSG00000083312","No"
"239","C8orf56","chromosome 8 open reading frame 56 [Source:HGNC Symbol;Acc:28595]",-1.303107619,0.125449679,"cortical organoid","Urresti et al. 2021","ENSG00000236939","No"
"240","FZD8","frizzled family receptor 8 [Source:HGNC Symbol;Acc:4046]",1.122976293,0.062565507,"cortical organoid","Urresti et al. 2021","ENSG00000177283","No"
"241","RAB7L1","RAB7, member RAS oncogene family-like 1 [Source:HGNC Symbol;Acc:9789]",0.722309413,0.276643659,"cortical organoid","Urresti et al. 2021","ENSG00000117280","No"
"242","PLK2","polo-like kinase 2 [Source:HGNC Symbol;Acc:19699]",-0.470279546,0.045978326,"cortical organoid","Urresti et al. 2021","ENSG00000145632","No"
"243","PDE10A","phosphodiesterase 10A [Source:HGNC Symbol;Acc:8772]",-0.503611732,0.173551246,"cortical organoid","Urresti et al. 2021","ENSG00000112541","No"
"244","INPP4B","inositol polyphosphate-4-phosphatase, type II, 105kDa [Source:HGNC Symbol;Acc:6075]",-1.12076897,0.069884853,"cortical organoid","Urresti et al. 2021","ENSG00000109452","No"
"245","WNK3","WNK lysine deficient protein kinase 3 [Source:HGNC Symbol;Acc:14543]",-0.422271632,0.047714181,"cortical organoid","Urresti et al. 2021","ENSG00000196632","No"
"246","HIST1H3I","histone cluster 1, H3i [Source:HGNC Symbol;Acc:4771]",0.810589377,0.103183655,"cortical organoid","Urresti et al. 2021","ENSG00000182572","No"
"247","ERC1","ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:17072]",0.360267034,0.087609621,"cortical organoid","Urresti et al. 2021","ENSG00000082805","No"
"248","PABPC5","poly(A) binding protein, cytoplasmic 5 [Source:HGNC Symbol;Acc:13629]",-0.628587846,0.085989195,"cortical organoid","Urresti et al. 2021","ENSG00000174740","No"
"249","XRRA1","X-ray radiation resistance associated 1 [Source:HGNC Symbol;Acc:18868]",0.452539491,0.323855605,"cortical organoid","Urresti et al. 2021","ENSG00000166435","No"
"250","CAMTA1","calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:18806]",-0.28049106,0.124918417,"cortical organoid","Urresti et al. 2021","ENSG00000171735","No"
"251","C1QTNF6","C1q and tumor necrosis factor related protein 6 [Source:HGNC Symbol;Acc:14343]",-0.492069778,0.354751928,"cortical organoid","Urresti et al. 2021","ENSG00000133466","No"
"252","DSCAM","Down syndrome cell adhesion molecule [Source:HGNC Symbol;Acc:3039]",-0.934214877,0.069202316,"cortical organoid","Urresti et al. 2021","ENSG00000171587","No"
"253","POP1","processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae) [Source:HGNC Symbol;Acc:30129]",0.336785257,0.118465381,"cortical organoid","Urresti et al. 2021","ENSG00000104356","No"
"254","CALM3","calmodulin 3 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:1449]",-0.235638579,0.118465381,"cortical organoid","Urresti et al. 2021","ENSG00000160014","No"
"255","TRPC1","transient receptor potential cation channel, subfamily C, member 1 [Source:HGNC Symbol;Acc:12333]",-0.323160115,0.324415859,"cortical organoid","Urresti et al. 2021","ENSG00000144935","No"
"256","EIF3K","eukaryotic translation initiation factor 3, subunit K [Source:HGNC Symbol;Acc:24656]",-0.299916951,0.019037899,"cortical organoid","Urresti et al. 2021","ENSG00000178982","No"
"257","CTU2","cytosolic thiouridylase subunit 2 homolog (S. pombe) [Source:HGNC Symbol;Acc:28005]",0.563322168,0.050715479,"cortical organoid","Urresti et al. 2021","ENSG00000174177","No"
"258","ZNF584","zinc finger protein 584 [Source:HGNC Symbol;Acc:27318]",0.287557861,0.097857961,"cortical organoid","Urresti et al. 2021","ENSG00000171574","No"
"259","SLC35F2","solute carrier family 35, member F2 [Source:HGNC Symbol;Acc:23615]",-0.573275528,0.473808645,"cortical organoid","Urresti et al. 2021","ENSG00000110660","No"
"260","ETNK2","ethanolamine kinase 2 [Source:HGNC Symbol;Acc:25575]",-0.288937109,0.143537996,"cortical organoid","Urresti et al. 2021","ENSG00000143845","No"
"261","C2CD2L","C2CD2-like [Source:HGNC Symbol;Acc:29000]",0.348053942,0.135900512,"cortical organoid","Urresti et al. 2021","ENSG00000172375","No"
"262","HDHD2","haloacid dehalogenase-like hydrolase domain containing 2 [Source:HGNC Symbol;Acc:25364]",-0.267020121,0.069202316,"cortical organoid","Urresti et al. 2021","ENSG00000167220","No"
"263","PSMC2","proteasome (prosome, macropain) 26S subunit, ATPase, 2 [Source:HGNC Symbol;Acc:9548]",0.263744917,0.036154581,"cortical organoid","Urresti et al. 2021","ENSG00000161057","No"
