"gene_name","gene_description","log2_fold_change","p_value","sample_type","data_source","ENSEMBL_ID","Present.in.the.16p11.2.Region"
"C2orf43","chromosome 2 open reading frame 43 [Source:HGNC Symbol;Acc:26145]",-0.30123983,0.016756335,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000118961","No"
"CCDC64","coiled-coil domain containing 64 [Source:HGNC Symbol;Acc:28095]",-0.353047676,0.048886113,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000135127","No"
"RP1-40E16.9","",0.10794549,0.589347502,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000230269","No"
"ADCYAP1R1","adenylate cyclase activating polypeptide 1 (pituitary) receptor type I [Source:HGNC Symbol;Acc:242]",0.316173851,0.078312336,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000078549","No"
"ATF5","activating transcription factor 5 [Source:HGNC Symbol;Acc:790]",-0.919796039,0.001716536,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000169136","No"
"RPS26","ribosomal protein S26 [Source:HGNC Symbol;Acc:10414]",-0.85298925,0.017064256,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000197728","No"
"SIRT7","sirtuin 7 [Source:HGNC Symbol;Acc:14935]",-0.227766866,0.067495649,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000187531","No"
"ELAC2","elaC ribonuclease Z 2 [Source:HGNC Symbol;Acc:14198]",-0.13067964,0.085812936,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000006744","No"
"WARS","tryptophanyl-tRNA synthetase [Source:HGNC Symbol;Acc:12729]",-0.339939697,0.002545147,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000140105","No"
"SVIL","supervillin [Source:HGNC Symbol;Acc:11480]",-0.188240217,0.330677898,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000197321","No"
"THSD7B","thrombospondin, type I, domain containing 7B [Source:HGNC Symbol;Acc:29348]",-0.54869873,0.021506836,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000144229","No"
"AFF3","AF4/FMR2 family, member 3 [Source:HGNC Symbol;Acc:6473]",0.197374967,0.269445917,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000144218","No"
"DLG4","discs, large homolog 4 (Drosophila) [Source:HGNC Symbol;Acc:2903]",-0.157315332,0.047424894,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000132535","No"
"GYPC","glycophorin C (Gerbich blood group) [Source:HGNC Symbol;Acc:4704]",-0.104363928,0.755468821,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000136732","No"
"ADAM17","ADAM metallopeptidase domain 17 [Source:HGNC Symbol;Acc:195]",0.046254726,0.48364292,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000151694","No"
"MGAT4A","mannosyl (alpha-1,3-)-glycoprotein beta-1,4-N-acetylglucosaminyltransferase, isozyme A [Source:HGNC Symbol;Acc:7047]",0.205293744,0.06540305,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000071073","No"
"NBN","nibrin [Source:HGNC Symbol;Acc:7652]",0.051659666,0.409933026,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000104320","No"
"FAM122C","family with sequence similarity 122C [Source:HGNC Symbol;Acc:25202]",0.133657769,0.479272588,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000156500","No"
"LONP1","lon peptidase 1, mitochondrial [Source:HGNC Symbol;Acc:9479]",-0.001486071,0.985506238,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000196365","No"
"C1QTNF3","C1q and tumor necrosis factor related protein 3 [Source:HGNC Symbol;Acc:14326]",0.610545612,0.10439193,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000082196","No"
"SGK1","serum/glucocorticoid regulated kinase 1 [Source:HGNC Symbol;Acc:10810]",-0.449973373,0.138781527,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000118515","No"
"TRIB3","tribbles pseudokinase 3 [Source:HGNC Symbol;Acc:16228]",-0.427356855,0.066522307,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000101255","No"
"TAP1","transporter 1, ATP-binding cassette, sub-family B (MDR/TAP) [Source:HGNC Symbol;Acc:43]",-0.262165287,0.377914142,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000168394","No"
"MEIS2","Meis homeobox 2 [Source:HGNC Symbol;Acc:7001]",0.623693764,0.188086605,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000134138","No"
"PILRA","paired immunoglobin-like type 2 receptor alpha [Source:HGNC Symbol;Acc:20396]",-1.692329762,0.000148205,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000085514","No"
"BMPR1B","bone morphogenetic protein receptor, type IB [Source:HGNC Symbol;Acc:1077]",0.794638673,0.015079175,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000138696","No"
"DTX4","deltex homolog 4 (Drosophila) [Source:HGNC Symbol;Acc:29151]",0.196479329,0.078013607,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000110042","No"
"NMB","neuromedin B [Source:HGNC Symbol;Acc:7842]",0.208711068,0.344243342,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000197696","No"
"HNRNPF","heterogeneous nuclear ribonucleoprotein F [Source:HGNC Symbol;Acc:5039]",-0.194911624,0.008203984,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000169813","No"
"CTC-523E23.1","",0.203616449,0.303830872,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000261754","No"
"AATF","apoptosis antagonizing transcription factor [Source:HGNC Symbol;Acc:19235]",-0.250683109,0.006664403,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000108270","No"
"CAMLG","calcium modulating ligand [Source:HGNC Symbol;Acc:1471]",0.109293886,0.121953695,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000164615","No"
"PPIC","peptidylprolyl isomerase C (cyclophilin C) [Source:HGNC Symbol;Acc:9256]",0.909771689,0.00125292,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000168938","No"
"GOLGA6L20","golgin A6 family-like 20 [Source:HGNC Symbol;Acc:49391]",-0.206503262,0.286149165,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000196648","No"
"SRGAP2C","SLIT-ROBO Rho GTPase activating protein 2C [Source:HGNC Symbol;Acc:30584]",-0.47743038,0.002228288,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000171943","No"
"PRSS35","protease, serine, 35 [Source:HGNC Symbol;Acc:21387]",0.464036437,0.322463289,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000146250","No"
"UBE2E2","ubiquitin-conjugating enzyme E2E 2 [Source:HGNC Symbol;Acc:12478]",0.210144597,0.017648392,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000182247","No"
"RDH5","retinol dehydrogenase 5 (11-cis/9-cis) [Source:HGNC Symbol;Acc:9940]",-0.420774454,0.167815944,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000135437","No"
"PICK1","protein interacting with PRKCA 1 [Source:HGNC Symbol;Acc:9394]",-0.289042321,0.005035956,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000100151","No"
"ACSF3","acyl-CoA synthetase family member 3 [Source:HGNC Symbol;Acc:27288]",-0.316714364,0.015504365,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000176715","No"
"DGCR14","DiGeorge syndrome critical region gene 14 [Source:HGNC Symbol;Acc:16817]",-0.145913115,0.059727654,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000100056","No"
"ZNF714","zinc finger protein 714 [Source:HGNC Symbol;Acc:27124]",0.439178842,0.061023918,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000160352","No"
"JAG1","jagged 1 [Source:HGNC Symbol;Acc:6188]",0.018813747,0.919143684,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000101384","No"
"CTC-523E23.4","",0.154823723,0.499936327,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000267767","No"
"ATRNL1","attractin-like 1 [Source:HGNC Symbol;Acc:29063]",0.481269577,0.014773515,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000107518","No"
"ELN","elastin [Source:HGNC Symbol;Acc:3327]",1.494753664,0.015526354,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000049540","No"
"AKAP12","A kinase (PRKA) anchor protein 12 [Source:HGNC Symbol;Acc:370]",0.262035686,0.134461507,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000131016","No"
"XKR4","XK, Kell blood group complex subunit-related family, member 4 [Source:HGNC Symbol;Acc:29394]",-0.008589234,0.945955097,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000206579","No"
"CECR1","cat eye syndrome chromosome region, candidate 1 [Source:HGNC Symbol;Acc:1839]",0.990704959,0.002673249,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000093072","No"
"IFIT5","interferon-induced protein with tetratricopeptide repeats 5 [Source:HGNC Symbol;Acc:13328]",0.09487517,0.285215614,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000152778","No"
"RAB3GAP2","RAB3 GTPase activating protein subunit 2 (non-catalytic) [Source:HGNC Symbol;Acc:17168]",-0.096106068,0.357120568,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000118873","No"
"ABCF2","ATP-binding cassette, sub-family F (GCN20), member 2 [Source:HGNC Symbol;Acc:71]",-0.176459303,0.028292229,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000033050","No"
"C10ORF68","Homo sapiens coiled-coil domain containing 7 (CCDC7), transcript variant 5, mRNA. [Source:RefSeq mRNA;Acc:NM_024688]",0.89851841,0.000687884,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000150076","No"
"FAM21B","family with sequence similarity 21, member B [Source:HGNC Symbol;Acc:23417]",-1.836502974,0.053136503,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000152726","No"
"TCEB3","transcription elongation factor B (SIII), polypeptide 3 (110kDa, elongin A) [Source:HGNC Symbol;Acc:11620]",-0.136167107,0.018628619,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000011007","No"
"ZNF468","zinc finger protein 468 [Source:HGNC Symbol;Acc:33105]",-0.180419015,0.080612867,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000204604","No"
"NAALAD2","N-acetylated alpha-linked acidic dipeptidase 2 [Source:HGNC Symbol;Acc:14526]",0.129513059,0.501269967,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000077616","No"
"ULK4","unc-51 like kinase 4 [Source:HGNC Symbol;Acc:15784]",-0.026996387,0.866793701,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000168038","No"
"MTRF1L","mitochondrial translational release factor 1-like [Source:HGNC Symbol;Acc:21051]",-0.183962734,0.061243183,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000112031","No"
"RP11-37B2.1","",0.255466945,0.149193637,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000251136","No"
"SRSF10","serine/arginine-rich splicing factor 10 [Source:HGNC Symbol;Acc:16713]",-0.136420532,0.053325977,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000188529","No"
"LINC01091","long intergenic non-protein coding RNA 1091 [Source:HGNC Symbol;Acc:27721]",-0.22475207,0.496974721,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000249464","No"
"SFRP4","secreted frizzled-related protein 4 [Source:HGNC Symbol;Acc:10778]",0.532560601,0.048033676,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000106483","No"
"ATP1B1","ATPase, Na+/K+ transporting, beta 1 polypeptide [Source:HGNC Symbol;Acc:804]",0.050168154,0.668170336,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000143153","No"
"NAPRT1","nicotinate phosphoribosyltransferase domain containing 1 [Source:HGNC Symbol;Acc:30450]",-0.447775893,0.055496196,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000147813","No"
"NPAS3","neuronal PAS domain protein 3 [Source:HGNC Symbol;Acc:19311]",0.207321691,0.263561407,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000151322","No"
"SNRNP25","small nuclear ribonucleoprotein 25kDa (U11/U12) [Source:HGNC Symbol;Acc:14161]",-0.186821004,0.07556459,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000161981","No"
"LPAR1","lysophosphatidic acid receptor 1 [Source:HGNC Symbol;Acc:3166]",-0.496334626,0.101632755,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000198121","No"
"LGR4","leucine-rich repeat containing G protein-coupled receptor 4 [Source:HGNC Symbol;Acc:13299]",0.285266447,0.092886702,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000205213","No"
"TRMT12","tRNA methyltransferase 12 homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:26091]",0.141720279,0.31941686,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000183665","No"
"RNF180","ring finger protein 180 [Source:HGNC Symbol;Acc:27752]",0.291885258,0.013643413,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000164197","No"
"CDH11","cadherin 11, type 2, OB-cadherin (osteoblast) [Source:HGNC Symbol;Acc:1750]",0.137794017,0.372917728,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000140937","No"
"TDG","thymine-DNA glycosylase [Source:HGNC Symbol;Acc:11700]",-0.144376239,0.12229473,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000139372","No"
"MAFF","v-maf avian musculoaponeurotic fibrosarcoma oncogene homolog F [Source:HGNC Symbol;Acc:6780]",-0.222142611,0.244658174,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000185022","No"
"MN1","meningioma (disrupted in balanced translocation) 1 [Source:HGNC Symbol;Acc:7180]",0.303724638,0.182757338,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000169184","No"
"CBX6","chromobox homolog 6 [Source:HGNC Symbol;Acc:1556]",-0.093048187,0.213809269,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000183741","No"
"H6PD","hexose-6-phosphate dehydrogenase (glucose 1-dehydrogenase) [Source:HGNC Symbol;Acc:4795]",0.365577079,0.009356778,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000049239","No"
"DAAM1","dishevelled associated activator of morphogenesis 1 [Source:HGNC Symbol;Acc:18142]",0.097530119,0.411921288,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000100592","No"
"SLC35F6","solute carrier family 35, member F6 [Source:HGNC Symbol;Acc:26055]",-0.20712234,0.075874715,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000213699","No"
"GDPD3","glycerophosphodiester phosphodiesterase domain containing 3 [Source:HGNC Symbol;Acc:28638]",-1.114825156,0.001397091,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000102886","Yes"
"AC004057.1","",-1.090996269,0.011658927,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000196656","No"
"TMEM65","transmembrane protein 65 [Source:HGNC Symbol;Acc:25203]",0.268798025,0.087608474,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000164983","No"
"ZIC4","Zic family member 4 [Source:HGNC Symbol;Acc:20393]",0.338561502,0.14248848,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000174963","No"
"TGFBI","transforming growth factor, beta-induced, 68kDa [Source:HGNC Symbol;Acc:11771]",1.575985155,0.014979307,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000120708","No"
"AC011737.2","",0.103925132,0.589198791,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000204196","No"
"IMPACT","impact RWD domain protein [Source:HGNC Symbol;Acc:20387]",0.032741844,0.671346498,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000154059","No"
"VASH1","vasohibin 1 [Source:HGNC Symbol;Acc:19964]",-0.13271797,0.099337407,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000071246","No"
"TNPO1","transportin 1 [Source:HGNC Symbol;Acc:6401]",-0.012547906,0.828036496,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000083312","No"
"C8orf56","chromosome 8 open reading frame 56 [Source:HGNC Symbol;Acc:28595]",0.614032563,0.128348738,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000236939","No"
"FZD8","frizzled family receptor 8 [Source:HGNC Symbol;Acc:4046]",-0.410224594,0.243072817,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000177283","No"
"RAB7L1","RAB7, member RAS oncogene family-like 1 [Source:HGNC Symbol;Acc:9789]",-0.633003211,0.029106523,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000117280","No"
"PLK2","polo-like kinase 2 [Source:HGNC Symbol;Acc:19699]",0.055759297,0.593149012,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000145632","No"
"PDE10A","phosphodiesterase 10A [Source:HGNC Symbol;Acc:8772]",0.218267129,0.088126469,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000112541","No"
"INPP4B","inositol polyphosphate-4-phosphatase, type II, 105kDa [Source:HGNC Symbol;Acc:6075]",0.159133679,0.481138842,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000109452","No"
"WNK3","WNK lysine deficient protein kinase 3 [Source:HGNC Symbol;Acc:14543]",0.04735431,0.605582366,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000196632","No"
"HIST1H3I","histone cluster 1, H3i [Source:HGNC Symbol;Acc:4771]",-0.295918466,0.198909506,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000182572","No"
"ERC1","ELKS/RAB6-interacting/CAST family member 1 [Source:HGNC Symbol;Acc:17072]",-0.103710732,0.263952769,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000082805","No"
"PABPC5","poly(A) binding protein, cytoplasmic 5 [Source:HGNC Symbol;Acc:13629]",0.138069206,0.33479525,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000174740","No"
"XRRA1","X-ray radiation resistance associated 1 [Source:HGNC Symbol;Acc:18868]",-0.452556657,0.020113788,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000166435","No"
"CAMTA1","calmodulin binding transcription activator 1 [Source:HGNC Symbol;Acc:18806]",0.109254433,0.160597882,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000171735","No"
"C1QTNF6","C1q and tumor necrosis factor related protein 6 [Source:HGNC Symbol;Acc:14343]",0.543088985,0.015857812,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000133466","No"
"DSCAM","Down syndrome cell adhesion molecule [Source:HGNC Symbol;Acc:3039]",0.078304837,0.626625062,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000171587","No"
"POP1","processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae) [Source:HGNC Symbol;Acc:30129]",-0.135397072,0.167359729,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000104356","No"
"CALM3","calmodulin 3 (phosphorylase kinase, delta) [Source:HGNC Symbol;Acc:1449]",0.091368039,0.172025469,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000160014","No"
"TRPC1","transient receptor potential cation channel, subfamily C, member 1 [Source:HGNC Symbol;Acc:12333]",0.297608076,0.020049638,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000144935","No"
"EIF3K","eukaryotic translation initiation factor 3, subunit K [Source:HGNC Symbol;Acc:24656]",-0.012127828,0.835883066,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000178982","No"
"CTU2","cytosolic thiouridylase subunit 2 homolog (S. pombe) [Source:HGNC Symbol;Acc:28005]",-0.073155022,0.570594565,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000174177","No"
"ZNF584","zinc finger protein 584 [Source:HGNC Symbol;Acc:27318]",-0.096581732,0.233358651,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000171574","No"
"SLC35F2","solute carrier family 35, member F2 [Source:HGNC Symbol;Acc:23615]",0.993024543,0.008380641,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000110660","No"
"ETNK2","ethanolamine kinase 2 [Source:HGNC Symbol;Acc:25575]",0.117600303,0.139591906,"cortical_organoid_3_month","Urresti et al. 2021","ENSG00000143845","No"
